ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
1088	P2	2	Ras signaling pathway	['n36', 'n37']	['FOXO4', 'FASLG']
1089	P2	5	Regulation of lipolysis in adipocytes	['n36', 'n39', 'n38', 'n68', 'n37']	['INSR', 'IRS1', 'IRS4', 'IRS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'AKT3', 'AKT1', 'AKT2', 'PDE3B']
1090	P2	2	Regulation of lipolysis in adipocytes	['n36', 'n41', 'n42']	['INSR', 'PLAAT3', 'C00219']
1091	P2	2	Regulation of lipolysis in adipocytes	['n36', 'n51']	['INSR', 'PNPLA2']
1092	P1	3	Relaxin signaling pathway	['n80', 'n223', 'n81']	['TGFB1', 'TGFBR1', 'TGFBR2', 'SMAD2']
1093	P1	8	Relaxin signaling pathway	['n220', 'n221', 'n144', 'n145', 'n138', 'n139', 'n140', 'n141']	['EGFR', 'GRB2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
1094	P2	2	Relaxin signaling pathway	['n11', 'n57']	['NFKB1', 'RELA', 'VEGFD', 'VEGFA', 'VEGFB', 'VEGFC']
1095	P2	2	Relaxin signaling pathway	['n11', 'n63']	['NFKB1', 'RELA', 'NOS2']
1096	P2	2	Relaxin signaling pathway	['n11', 'n79']	['NFKB1', 'RELA', 'MMP2', 'MMP9']
1097	P2	2	Relaxin signaling pathway	['n20', 'n57']	['MAPK1', 'MAPK3', 'VEGFD', 'VEGFA', 'VEGFB', 'VEGFC']
1098	P2	2	Relaxin signaling pathway	['n20', 'n79']	['MAPK1', 'MAPK3', 'MMP2', 'MMP9']
1099	P2	2	Relaxin signaling pathway	['n20', 'n72']	['MAPK1', 'MAPK3', 'NOS1']
1100	P2	2	Relaxin signaling pathway	['n25', 'n57']	['CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'VEGFD', 'VEGFA', 'VEGFB', 'VEGFC']
1101	P2	2	Relaxin signaling pathway	['n81', 'n82']	['SMAD2', 'ACTA2']
1102	P2	2	Relaxin signaling pathway	['n81', 'n83']	['SMAD2', 'COL1A1', 'COL1A2', 'COL3A1', 'COL4A1', 'COL4A2', 'COL4A3', 'COL4A4', 'COL4A5', 'COL4A6']
1103	P2	2	Relaxin signaling pathway	['n141', 'n147']	['MAPK1', 'MAPK3', 'FOS', 'JUN']
1104	P2	2	Renin secretion	['n31', 'n32']	['CREB1', 'REN']
1105	P1	7	RIG-I-like receptor signaling pathway	['n168', 'n9', 'n19', 'n22', 'n137', 'n138', 'n170']	['Virus', 'DDX58', 'MAVS', 'TRAF3', 'TANK', 'AZI2', 'TBKBP1', 'IKBKE', 'TBK1', 'IKBKG', 'IRF7', 'IRF3']
1106	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n9', 'n19', 'n85', 'n139', 'n140', 'n96']	['Virus', 'DDX58', 'MAVS', 'TRADD', 'FADD', 'RIPK1', 'CASP8', 'CASP10', 'Apoptosis']
1107	P1	9	RIG-I-like receptor signaling pathway	['n168', 'n9', 'n19', 'n85', 'n139', 'n140', 'n141', 'n50', 'n20']	['Virus', 'DDX58', 'MAVS', 'TRADD', 'FADD', 'RIPK1', 'CASP8', 'CASP10', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKBIB', 'NFKB1', 'RELA']
1108	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n9', 'n19', 'n108', 'n109', 'n20']	['Virus', 'DDX58', 'MAVS', 'TRAF2', 'MAP3K7', 'NFKB1', 'RELA']
1109	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n9', 'n19', 'n46', 'n99', 'n20']	['Virus', 'DDX58', 'MAVS', 'TRAF6', 'MAP3K1', 'NFKB1', 'RELA']
1110	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n9', 'n19', 'n46', 'n99', 'n161']	['Virus', 'DDX58', 'MAVS', 'TRAF6', 'MAP3K1', 'MAPK10', 'MAPK8', 'MAPK9', 'MAPK12', 'MAPK11', 'MAPK14', 'MAPK13']
1111	P1	7	RIG-I-like receptor signaling pathway	['n168', 'n10', 'n19', 'n22', 'n137', 'n138', 'n170']	['Virus', 'IFIH1', 'MAVS', 'TRAF3', 'TANK', 'AZI2', 'TBKBP1', 'IKBKE', 'TBK1', 'IKBKG', 'IRF7', 'IRF3']
1112	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n10', 'n19', 'n85', 'n139', 'n140', 'n96']	['Virus', 'IFIH1', 'MAVS', 'TRADD', 'FADD', 'RIPK1', 'CASP8', 'CASP10', 'Apoptosis']
1113	P1	9	RIG-I-like receptor signaling pathway	['n168', 'n10', 'n19', 'n85', 'n139', 'n140', 'n141', 'n50', 'n20']	['Virus', 'IFIH1', 'MAVS', 'TRADD', 'FADD', 'RIPK1', 'CASP8', 'CASP10', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKBIB', 'NFKB1', 'RELA']
1114	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n10', 'n19', 'n108', 'n109', 'n20']	['Virus', 'IFIH1', 'MAVS', 'TRAF2', 'MAP3K7', 'NFKB1', 'RELA']
1115	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n10', 'n19', 'n46', 'n99', 'n20']	['Virus', 'IFIH1', 'MAVS', 'TRAF6', 'MAP3K1', 'NFKB1', 'RELA']
1116	P1	6	RIG-I-like receptor signaling pathway	['n168', 'n10', 'n19', 'n46', 'n99', 'n161']	['Virus', 'IFIH1', 'MAVS', 'TRAF6', 'MAP3K1', 'MAPK10', 'MAPK8', 'MAPK9', 'MAPK12', 'MAPK11', 'MAPK14', 'MAPK13']
1117	P2	2	RIG-I-like receptor signaling pathway	['n20', 'n171']	['NFKB1', 'RELA', 'IFNA17', 'IFNA16', 'IFNA14', 'IFNA13', 'IFNA21', 'IFNA1', 'IFNA2', 'IFNA4', 'IFNA5', 'IFNA6', 'IFNA7', 'IFNA8', 'IFNA10', 'IFNB1', 'IFNW1', 'IFNE', 'IFNK']
1118	P2	2	RIG-I-like receptor signaling pathway	['n20', 'n163']	['NFKB1', 'RELA', 'CXCL8', 'CXCL10', 'IL12B', 'IL12A', 'TNF']
1119	P2	2	RIG-I-like receptor signaling pathway	['n170', 'n171']	['IRF7', 'IRF3', 'IFNA17', 'IFNA16', 'IFNA14', 'IFNA13', 'IFNA21', 'IFNA1', 'IFNA2', 'IFNA4', 'IFNA5', 'IFNA6', 'IFNA7', 'IFNA8', 'IFNA10', 'IFNB1', 'IFNW1', 'IFNE', 'IFNK']
1120	P2	2	RIG-I-like receptor signaling pathway	['n161', 'n171']	['MAPK10', 'MAPK8', 'MAPK9', 'MAPK12', 'MAPK11', 'MAPK14', 'MAPK13', 'IFNA17', 'IFNA16', 'IFNA14', 'IFNA13', 'IFNA21', 'IFNA1', 'IFNA2', 'IFNA4', 'IFNA5', 'IFNA6', 'IFNA7', 'IFNA8', 'IFNA10', 'IFNB1', 'IFNW1', 'IFNE', 'IFNK']
1121	P2	2	RIG-I-like receptor signaling pathway	['n161', 'n163']	['MAPK10', 'MAPK8', 'MAPK9', 'MAPK12', 'MAPK11', 'MAPK14', 'MAPK13', 'CXCL8', 'CXCL10', 'IL12B', 'IL12A', 'TNF']
1122	P1	6	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n76', 'n35']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1123	P1	11	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1124	P1	12	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1125	P1	8	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1126	P1	13	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1127	P1	11	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1128	P1	12	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1129	P1	8	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1130	P1	5	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n76', 'n35']	['PTPRC', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1131	P1	10	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1132	P1	11	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1133	P1	7	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1134	P1	12	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1135	P1	10	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1136	P1	11	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1137	P1	7	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1138	P1	6	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n76', 'n35']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1139	P1	11	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1140	P1	12	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1141	P1	8	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1142	P1	13	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1143	P1	11	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1144	P1	12	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1145	P1	8	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1146	P1	5	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n76', 'n35']	['CTLA4', 'PTPN6', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1147	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1148	P1	11	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1149	P1	7	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1150	P1	12	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1151	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1152	P1	11	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1153	P1	7	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1154	P1	8	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n76', 'n35']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1155	P1	13	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1156	P1	14	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1157	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1158	P1	15	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1159	P1	13	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1160	P1	14	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1161	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1162	P1	5	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n76', 'n35']	['PDCD1', 'PTPN6', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1163	P1	10	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1164	P1	11	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1165	P1	7	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1166	P1	12	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1167	P1	10	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
1168	P1	11	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
1169	P1	7	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PDCD1', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
1170	P1	8	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n76', 'n35']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
1171	P1	13	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
