DRRID	C2-R2-ID	C2-R2-PW	C2-R2-TYPE	C2-R2-ids	C2-R2-genes	C2-R2-RRecetors-ids	C2-R2-RRecetors-genes	C2-R2-RReceptors-type	C2-R2-RLigands-ids	C2-R2-RLigands-genes	C2-R2-RLigands-type	SocketPairs_Receptor
6828	Route1029	MAPK signaling pathway	P1	n93,n90,n128,n85,n115,n102,n101,n582	TNF,TNFRSF1A,TRADD,CASP3,MAP3K1,MAP2K4,MAPK8,MAPK9,MAPK10,NFATC1,NFATC3	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6829	Route1041	Melanogenesis	P1	n18,n14,n42,n41,n40,n39,n5	KITLG,KIT,HRAS,KRAS,NRAS,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,MITF	n14	KIT	OR_bundle	n18	KITLG	And_bundle	KIT
6830	Route1071	Natural killer cell mediated cytotoxicity	P1	n23,n376,n395,n398,n75,n85,n84,n78,n77	IGH,NCR1,FCGR3A,FCGR3B,NCR3,FCER1G,CD247,ZAP70,SYK,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n376	NCR1,FCGR3A,FCGR3B,NCR3	OR_bundle	n23	IGH	And_bundle	NCR3
6831	Route1072	Natural killer cell mediated cytotoxicity	P1	n23,n376,n395,n398,n400,n82,n81,n80,n79,n78,n77	IGH,NCR1,FCGR3A,FCGR3B,NCR3,FCER1G,CD247,ZAP70,SYK,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n376	NCR1,FCGR3A,FCGR3B,NCR3	OR_bundle	n23	IGH	And_bundle	NCR3
6832	Route1073	Natural killer cell mediated cytotoxicity	P1	n23,n376,n395,n398,n83,n82,n81,n80,n79,n78,n77	IGH,NCR1,FCGR3A,FCGR3B,NCR3,FCER1G,CD247,ZAP70,SYK,SHC2,SHC4,SHC3,SHC1,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n376	NCR1,FCGR3A,FCGR3B,NCR3	OR_bundle	n23	IGH	And_bundle	NCR3
6833	Route1074	Natural killer cell mediated cytotoxicity	P1	n23,n376,n395,n398,n32,n82,n81,n80,n79,n78,n77	IGH,NCR1,FCGR3A,FCGR3B,NCR3,FCER1G,CD247,ZAP70,SYK,LAT,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n376	NCR1,FCGR3A,FCGR3B,NCR3	OR_bundle	n23	IGH	And_bundle	NCR3
6834	Route1075	Natural killer cell mediated cytotoxicity	P1	n23,n376,n395,n398,n32,n31,n25,n24	IGH,NCR1,FCGR3A,FCGR3B,NCR3,FCER1G,CD247,ZAP70,SYK,LAT,PLCG1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,NFATC1,NFATC2	n376	NCR1,FCGR3A,FCGR3B,NCR3	OR_bundle	n23	IGH	And_bundle	NCR3
6835	Route1078	Natural killer cell mediated cytotoxicity	P1	n369,n216,n50,n40,n86,n85,n84,n78,n77	ULBP3,ULBP2,ULBP1,MICB,MICA,KLRC4-KLRK1,KLRK1,HCST,PLCG1,PLCG2,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n216	KLRC4-KLRK1,KLRK1	OR_bundle	n369	ULBP3,ULBP2,ULBP1,MICB,MICA	OR_bundle	KLRK1
6836	Route1079	Natural killer cell mediated cytotoxicity	P1	n369,n216,n50,n75,n85,n84,n78,n77	ULBP3,ULBP2,ULBP1,MICB,MICA,KLRC4-KLRK1,KLRK1,HCST,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n216	KLRC4-KLRK1,KLRK1	OR_bundle	n369	ULBP3,ULBP2,ULBP1,MICB,MICA	OR_bundle	KLRK1
6837	Route1080	Natural killer cell mediated cytotoxicity	P1	n369,n216,n50,n82,n81,n80,n79,n78,n77	ULBP3,ULBP2,ULBP1,MICB,MICA,KLRC4-KLRK1,KLRK1,HCST,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n216	KLRC4-KLRK1,KLRK1	OR_bundle	n369	ULBP3,ULBP2,ULBP1,MICB,MICA	OR_bundle	KLRK1
6838	Route1081	Natural killer cell mediated cytotoxicity	P1	n67,n282,n42,n85,n84,n78,n77	ICAM1,ICAM2,ITGB2,ITGAL,PTK2B,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n282	ITGB2,ITGAL	OR_bundle	n67	ICAM1,ICAM2	OR_bundle	ITGB2,ITGAL
6839	Route1081	Natural killer cell mediated cytotoxicity	P1	n67,n282,n42,n85,n84,n78,n77	ICAM1,ICAM2,ITGB2,ITGAL,PTK2B,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n282	ITGB2,ITGAL	OR_bundle	n67	ICAM1,ICAM2	OR_bundle	ITGB2
6840	Route1081	Natural killer cell mediated cytotoxicity	P1	n67,n282,n42,n85,n84,n78,n77	ICAM1,ICAM2,ITGB2,ITGAL,PTK2B,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n282	ITGB2,ITGAL	OR_bundle	n67	ICAM1,ICAM2	OR_bundle	ITGAL
6841	Route1082	Natural killer cell mediated cytotoxicity	P1	n67,n282,n86,n85,n84,n78,n77	ICAM1,ICAM2,ITGB2,ITGAL,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n282	ITGB2,ITGAL	OR_bundle	n67	ICAM1,ICAM2	OR_bundle	ITGB2,ITGAL
6842	Route1082	Natural killer cell mediated cytotoxicity	P1	n67,n282,n86,n85,n84,n78,n77	ICAM1,ICAM2,ITGB2,ITGAL,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n282	ITGB2,ITGAL	OR_bundle	n67	ICAM1,ICAM2	OR_bundle	ITGB2
6843	Route1082	Natural killer cell mediated cytotoxicity	P1	n67,n282,n86,n85,n84,n78,n77	ICAM1,ICAM2,ITGB2,ITGAL,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n282	ITGB2,ITGAL	OR_bundle	n67	ICAM1,ICAM2	OR_bundle	ITGAL
6844	Route1088	Natural killer cell mediated cytotoxicity	P1	n35,n30,n61,n92	IFNG,IFNGR1,IFNGR2,FAS,Apoptosis	n61	FAS	OR_bundle	n35	IFNG	And_bundle	FAS
6845	Route1089	Natural killer cell mediated cytotoxicity	P1	n374,n375,n405,n400,n82,n81,n80,n79,n78,n77	HLA-G,HLA-B,HLA-A,HLA-B,KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n375	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3	OR_bundle	n374	HLA-G,HLA-B,HLA-A,HLA-B	OR_bundle	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3
6846	Route1089	Natural killer cell mediated cytotoxicity	P1	n374,n375,n405,n400,n82,n81,n80,n79,n78,n77	HLA-G,HLA-B,HLA-A,HLA-B,KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n375	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3	OR_bundle	n374	HLA-G,HLA-B,HLA-A,HLA-B	OR_bundle	KIR3DL2
6847	Route1089	Natural killer cell mediated cytotoxicity	P1	n374,n375,n405,n400,n82,n81,n80,n79,n78,n77	HLA-G,HLA-B,HLA-A,HLA-B,KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n375	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3	OR_bundle	n374	HLA-G,HLA-B,HLA-A,HLA-B	OR_bundle	KIR3DL1
6848	Route1090	Natural killer cell mediated cytotoxicity	P1	n374,n375,n405,n86,n85,n84,n78,n77	HLA-G,HLA-B,HLA-A,HLA-B,KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3,PTPN6,PTPN11,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n375	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3	OR_bundle	n374	HLA-G,HLA-B,HLA-A,HLA-B	OR_bundle	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3
6849	Route1090	Natural killer cell mediated cytotoxicity	P1	n374,n375,n405,n86,n85,n84,n78,n77	HLA-G,HLA-B,HLA-A,HLA-B,KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3,PTPN6,PTPN11,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n375	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3	OR_bundle	n374	HLA-G,HLA-B,HLA-A,HLA-B	OR_bundle	KIR3DL2
6850	Route1090	Natural killer cell mediated cytotoxicity	P1	n374,n375,n405,n86,n85,n84,n78,n77	HLA-G,HLA-B,HLA-A,HLA-B,KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3,PTPN6,PTPN11,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n375	KIR3DL2,KIR3DL3,KIR3DL1,KIR3DL2,KIR3DL1,KIR3DL3	OR_bundle	n374	HLA-G,HLA-B,HLA-A,HLA-B	OR_bundle	KIR3DL1
6851	Route1091	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n75,n85,n84,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1
6852	Route1091	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n75,n85,n84,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC3
6853	Route1091	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n75,n85,n84,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC2
6854	Route1091	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n75,n85,n84,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRD1
6855	Route1092	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1
6856	Route1092	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC3
6857	Route1092	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC2
6858	Route1092	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRD1
6859	Route1093	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n83,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,SHC2,SHC4,SHC3,SHC1,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1
6860	Route1093	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n83,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,SHC2,SHC4,SHC3,SHC1,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC3
6861	Route1093	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n83,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,SHC2,SHC4,SHC3,SHC1,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC2
6862	Route1093	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n83,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,SHC2,SHC4,SHC3,SHC1,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRD1
6863	Route1094	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1
6864	Route1094	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC3
6865	Route1094	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC2
6866	Route1094	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRD1
6867	Route1095	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n31,n25,n24	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,PLCG1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,NFATC1,NFATC2	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1
6868	Route1095	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n31,n25,n24	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,PLCG1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,NFATC1,NFATC2	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC3
6869	Route1095	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n31,n25,n24	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,PLCG1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,NFATC1,NFATC2	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC2
6870	Route1095	Natural killer cell mediated cytotoxicity	P1	n372,n373,n53,n398,n32,n31,n25,n24	HLA-C,HLA-E,KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1,TYROBP,ZAP70,SYK,LAT,PLCG1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,NFATC1,NFATC2	n373	KIR2DS5,KIR2DS2,KIR2DS1,KIR2DS3,KIR2DS4,KLRC3,KLRC2,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRD1
6871	Route1096	Natural killer cell mediated cytotoxicity	P1	n372,n371,n405,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n371	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1
6872	Route1096	Natural killer cell mediated cytotoxicity	P1	n372,n371,n405,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n371	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DL3
6873	Route1096	Natural killer cell mediated cytotoxicity	P1	n372,n371,n405,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n371	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DL1
6874	Route1096	Natural killer cell mediated cytotoxicity	P1	n372,n371,n405,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n371	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRC1
6875	Route1096	Natural killer cell mediated cytotoxicity	P1	n372,n371,n405,n400,n82,n81,n80,n79,n78,n77	HLA-C,HLA-E,KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1,PTPN6,PTPN11,LAT,LCP2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3	n371	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KLRD1
6876	Route1097	Natural killer cell mediated cytotoxicity	P1	n372,n371,n405,n86,n85,n84,n78,n77	HLA-C,HLA-E,KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1,PTPN6,PTPN11,VAV3,VAV1,VAV2,RAC1,RAC2,RAC3,PAK1,MAP2K1,MAP2K2,MAPK1,MAPK3	n371	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1	OR_bundle	n372	HLA-C,HLA-E	OR_bundle	KIR2DL5A,KIR2DL3,KIR2DL2,KIR2DL1,KLRC1,KLRD1
